Archief,toegang,inv.,seller,year,month,day,product,specific_product,units,quantity,Achternaam,Voornaam,currency,flemish_pounds,groten
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1773,11,22,Coffij,Javaans,ponden,7318,Maren,Jan van,Vlaamse pond,579,3
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1773,11,22,Coffij,Javaans,ponden,53657,Herklots,Johan David,Vlaamse pond,4256,2
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1773,11,22,Coffij,Javaans,ponden,4793,Willeboorts,Jan,Vlaamse pond,380,19
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1773,11,22,Coffij,Javaans,ponden,16957,Timmerman en de Jonge,de,Vlaamse pond,1273,7
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1773,11,22,Coffij,Javaans,ponden,4958,Engelsz.,Gillis en Martinus,Vlaamse pond,391,8
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1773,11,22,Coffij,Javaans,ponden,2399,Aartsen,Jacobus,Vlaamse pond,188,4
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1773,11,22,Coffij,Javaans,ponden,2503,Gijse,Jan,Vlaamse pond,196,7
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1773,11,22,Coffij,Javaans,ponden,12598,Bos,Pieter,Vlaamse pond,991,2
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1773,11,22,Coffij,Javaans,ponden,4993,Bergen Willemszn.,Daniel van den,Vlaamse pond,396,17
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1773,11,22,Coffij,Javaans,ponden,5017,Boursse de Superville en Smit,,Vlaamse pond,398,15
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1774,11,28,Coffij,Javaans,ponden,4842,Bos,Pieter,Vlaamse pond,317,7
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1774,11,28,Coffij,Javaans,ponden,178203,Boursse de Superville en Smit,,Vlaamse pond,11823,8
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1774,11,28,Coffij,Javaans,ponden,111311,Haze Bomme van Citters en Catteau,de,Vlaamse pond,7316,14
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1774,11,28,Coffij,Javaans,ponden,4835,Maren,Jan van,Vlaamse pond,314,8
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1774,11,28,Coffij,Javaans,ponden,58205,Herklots,Johan David,Vlaamse pond,3834,8
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1774,11,28,Coffij,Javaans,ponden,137549,Ribaut en Zoon,Casparus,Vlaamse pond,9065,15
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1774,11,28,Coffij,Javaans,ponden,276489,Boudaan en van den Bosch,,Vlaamse pond,18058,16
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1774,11,28,Coffij,Javaans,ponden,2383,Willeboorts,Jan,Vlaamse pond,162,7
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1774,11,28,Coffij,Javaans,ponden,89245,Securius en Bourse,,Vlaamse pond,5885,10
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1774,11,28,Coffij,Javaans,ponden,14527,Ippel,Gijsbert van,Vlaamse pond,944,14
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1774,11,28,Coffij,Javaans,ponden,2431,Dijserinck,Cornelis,Vlaamse pond,158,1
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1774,11,28,Coffij,Javaans,ponden,24245,Timmerman en de Jonge,,Vlaamse pond,1561,11
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1774,11,28,Coffij,Javaans,ponden,29046,Fak,Marinus,Vlaamse pond,1888,19
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1774,11,28,Coffij,Javaans,ponden,2430,Bergen Willemszn.,Daniel van den,Vlaamse pond,158,
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1774,11,28,Coffij,Ceylons,ponden,2971,Haze Bomme van Citters en Catteau,de,Vlaamse pond,164,18
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1774,11,28,Coffij,Ceylons,ponden,2283,Ribaut en Zoon,Casparus,Vlaamse pond,134,6
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,12109,Doudeijns,Leendert,Vlaamse pond,669,19
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,306888,Boursse de Superville en Smit,,Vlaamse pond,17000,8
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,282949,Perre en Meijners,van de,Vlaamse pond,15542,15
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,414970,Boudaan en van den Bosch,,Vlaamse pond,22764,7
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,79426,Securius en Bourse,,Vlaamse pond,4403,18
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,4871,Maren,Jan van,Vlaamse pond,271,10
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,31383,Ippel,Gijsbert van,Vlaamse pond,1759,7
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,7253,Steurbroek,Jacobus Johannes,Vlaamse pond,399,6
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,79693,Herklots,Johan David,Vlaamse pond,4412,15
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,2445,Bergen Willemszn.,Adriaan van den,Vlaamse pond,136,5
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,14541,Engelsz.,Gillis,Vlaamse pond,800,12
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,2400,Aartsen,Jacobus,Vlaamse pond,128,16
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,12109,Fak,Marinus,Vlaamse pond,657,16
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,4831,Elst,Pieter Van der,Vlaamse pond,264,6
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,14483,Bos,Pieter,Vlaamse pond,807,9
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,7394,Bruijn,Pieter de,Vlaamse pond,412,3
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,23853,Fak,Jacobus,Vlaamse pond,1305,
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,33729,Timmerman en de Jonge,de,Vlaamse pond,1823,2
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,7180,Willeboorts,Jan,Vlaamse pond,387,15
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,21908,Mournier en Denis,,Vlaamse pond,1178,9
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,14486,Willemsen,Cornelis,Vlaamse pond,792,10
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,2447,Smit,Abraham en Johannes de,Vlaamse pond,136,8
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,2420,Herklots,Christiaan en Willem Hendrik,Vlaamse pond,132,8
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,2401,Wijse,Isaak de,Vlaamse pond,131,7
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Javaans,ponden,4776,Perre en Meijners,van de,Vlaamse pond,271,3
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1775,10,23,Coffij,Ceylons,ponden,891,Wijse,Isaak de,Vlaamse pond,42,6
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,174559,Perre en Meijners,van de,Vlaamse pond,10802,16
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,596052,Boudaan en van den Bosch,,Vlaamse pond,36643,11
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,310693,Boursse de Superville en Smit,,Vlaamse pond,19079,2
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,34327,Herklots,Johan David,Vlaamse pond,2143,12
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,4834,Bergen Willemszn.,Daniel van den,Vlaamse pond,299,8
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,160717,Securius en Bourse,,Vlaamse pond,9887,13
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,7270,Smit,Abraham en Johannes de,Vlaamse pond,450,5
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,7307,Doudeijns,Leendert,Vlaamse pond,445,
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,32200,Ippel,Gijsbert van,Vlaamse pond,1979,5
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,12320,Bos,Pieter,Vlaamse pond,755,8
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,7223,Engelsz.,Gillis,Vlaamse pond,439,18
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,7461,Engelsz.,Martinus,Vlaamse pond,545,8
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,20186,Nortier,Petrus Johannes,Vlaamse pond,1250,5
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,21623,Ackermans,Pieter,Vlaamse pond,1316,18
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,9830,Timmerman en de Jonge,de,Vlaamse pond,598,13
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,2382,Bruijn,Pieter de,Vlaamse pond,152,9
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,7265,Maren,Jan van,Vlaamse pond,442,9
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,2503,Willeboorts,Jan,Vlaamse pond,152,9
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,2498,Aartsen,Jacobus,Vlaamse pond,152,2
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,2491,Bruijn en Zoon,Willem de,Vlaamse pond,151,14
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Javaans,ponden,2483,Boursse de Superville en Smit,,Vlaamse pond,151,4
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Ceylons,ponden,2793,Boudaan en van den Bosch,,Vlaamse pond,92,5
NL-HaNA,1.04.02,13377,VOC kamer Zeeland,1776,11,25,Coffij,Ceylons,ponden,2793,Boursse de Superville en Smit,,Vlaamse pond,92,5
